mojoTitle, rtTitle, year, found, rtID
"The Dangerous Lives of Altar Boys",The Dangerous Lives of Altar Boys,2002,True,14082
"Apollo 13: The IMAX Experience (IMAX)",,2002,False,
"L'Odyssee d'Alice Tremblay",,2002,False,
"Pokemon 4Ever",Pokemon 4Ever,2002,True,9670
"Standing in the Shadows of Motown",Standing In The Shadows of Motown,2002,True,10283
"Late Marriage",,2002,False,
"Spider",Spider-Man,2002,True,10122
"Sex and Lucia",,2002,False,
"Nicholas Nickleby",Nicholas Nickleby,2002,True,98811929
"Ararat",Ararat,2002,True,14331
"Evelyn",Evelyn,2002,True,11497
"Read My Lips",,2002,False,
"Joshua (2002)",Joshua,2002,True,9546
"Bollywood/Hollywood",,2002,False,
"The Kid Stays in the Picture",The Kid Stays in the Picture,2002,True,14051
"The Man from Elysian Fields",,2002,False,
"Dogtown and Z-Boys",,2002,False,
"Time Changer",Time Changer,2002,True,11209
"Roger Dodger",Roger Dodger,2002,True,16578
"The Singles Ward",The Singles Ward,2002,True,241657186
"Nine Queens",,2002,False,
"Equilibrium",Equilibrium,2002,True,12894
"24 Hour Party People",24 Hour Party People,2002,True,13436
"My Wife is an Actress",,2002,False,
"Crush",Blue Crush,2002,True,11611
"The Last Kiss",,2002,False,
"Kaante",Kaante,2002,True,16515
"Notorious C.H.O.",Margaret Cho - Notorious C.H.O.,2002,True,17258
"The Son's Room",,2002,False,
"Savage Messiah",Savage Messiah,2002,True,16114
"The Piano Teacher",,2002,False,
"Winged Migration (French Canadian)",,2002,False,
"Storytelling",,2002,False,
"Pandora's Box",Trois 2: Pandora's Box,2002,True,14643
"Charly",Charly Antolini's International Jazz Power: The 65th Birthday Concert,2002,True,770822247
"Personal Velocity",,2002,False,
"Heaven",Heaven,2002,True,14273
"Bloody Sunday",Bloody Sunday,2002,True,13820
"The Salton Sea",The Salton Sea,2002,True,13321
"Metropolis (2002)",Leaving Metropolis,2002,True,18473
"Shanghai Ghetto",Shanghai Ghetto,2002,True,19410
"Human Nature",Human Nature,2002,True,14426
"The Emperor's New Clothes",,2002,False,
"Metropolis (2002 re-issue)",Leaving Metropolis,2002,True,18473
"Son of the Bride",,2002,False,
"Below",Below,2002,True,14022
"Swept Away",Swept Away,2002,True,14380
"Kurosawa & Mifune Festival",,2002,False,
"Max",Max,2002,True,14701
"The Grey Zone",,2002,False,
"The Trials of Henry Kissinger",The Trials of Henry Kissinger,2002,True,21271
"Manna from Heaven",Manna From Heaven,2002,True,11339
"Tully",,2002,False,
"Rain",,2002,False,
"Time Out",Am zin 2 (Running Out of Time 2),2002,True,672303432
"The Triumph of Love",,2002,False,
"I Am Trying to Break Your Heart",I Am Trying to Break Your Heart - A Film About Wilco,2002,True,17128
"The Way Home",The Way Home (Jibeuro),2002,True,10902
"Merci Pour le Chocolat",,2002,False,
"The Believer",,2002,False,
"CQ",,2002,False,
"Amadeus (Director's Cut)",Wolfgang Amadeus Mozart - Die Entfuhrung aus dem Serail,2002,True,770957224
"Cinema Paradiso: The New Version",,2002,False,
"Little Secrets",Little Secrets,2002,True,12523
"The Mystic Masseur",,2002,False,
"Jee Aayun Nu",,2002,False,
"Scotland  PA",,2002,False,
"American Adobo",American Adobo,2002,True,14508
"Lawrence of Arabia (re-issue) (2002)",,2002,False,
"Les Dangereux",Les Dangereux,2002,True,770678289
"Welcome to Collinwood",Welcome to Collinwood,2002,True,15110
"The Lady and the Duke",,2002,False,
"The Last Waltz (re-issue)",Novotna in The Bartered Wife and The Last Waltz,2002,True,770950391
"Saathiya",Saathiya,2002,True,21345
"Elling",Duke Ellington: Memories of Duke,2002,True,770822647
"Pumpkin",Pumpkin,2002,True,15089
"Never Again",,2002,False,
"Intacto",,2002,False,
"Me Without You",,2002,False,
"Festival in Cannes",,2002,False,
"Power and Terror: Noam Chomsky in Our Times",Power and Terror - Noam Chomsky in Our Times,2002,True,20476
"Scratch",Scratch vs. Freestyle,2002,True,770990360
"Green Dragon",Green Dragon,2002,True,12817
"Mad Love (2002)",,2002,False,
"Seven Samurai (re-issue)",,2002,False,
"Morvern Callar",Morvern Callar,2002,True,16414
"Waking Up in Reno",,2002,False,
"Sex with Strangers",Sex With Strangers,2002,True,770950838
"Who is Cletis Tout?",Who is Cletis Tout?,2002,True,16636
"In Praise of Love",,2002,False,
"Skins",Skins,2002,True,14021
"Promises",,2002,False,
"Happy Times",,2002,False,
"Ram Dass: Fierce Grace",Ram Dass: Fierce Grace,2002,True,18559
"Circuit",The Circuit 2: The Final Punch,2002,True,770821068
"Swimming",Swimming Upstream,2002,True,18018
"Satin Rouge",Satin Rouge,2002,True,20103
"Les Destinees",Sentimental Destinies (les Destinees),2002,True,771210837
"The Lord of the Rings: The Return of the King",The Lord of the Rings: The Return of the King,2003,True,10156
"Finding Nemo",Finding Nemo,2003,True,9377
"Pirates of the Caribbean: The Curse of the Black Pearl",Pirates of the Caribbean: The Curse of the Black Pearl,2003,True,10020
"The Matrix Reloaded",The Matrix Reloaded,2003,True,13008
"Bruce Almighty",Bruce Almighty,2003,True,10528
"X2: X-Men United",X2: X-Men United,2003,True,10568
"Elf",Elf,2003,True,10029
"Terminator 3: Rise of the Machines",Terminator 3 - Rise of the Machines,2003,True,13049
"The Matrix Revolutions",The Matrix Revolutions,2003,True,12920
"Cheaper by the Dozen",Cheaper by the Dozen,2003,True,10314
"Bad Boys II",Bad Boys II,2003,True,13355
"Anger Management",Anger Management,2003,True,13525
"Bringing Down the House",Bringing Down The House,2003,True,11496
"Hulk",Hulk,2003,True,10309
"2 Fast 2 Furious",2 Fast 2 Furious,2003,True,10591
"Something's Gotta Give",Something's Gotta Give,2003,True,10126
"Seabiscuit",Seabiscuit,2003,True,120401399
"S.W.A.T.",S.W.A.T.,2003,True,11042
"Spy Kids 3D: Game Over",Spy Kids 3-D - Game Over,2003,True,10461
"The Last Samurai",The Last Samurai,2003,True,133039558
"Freaky Friday",Freaky Friday,2003,True,10349
"Scary Movie 3",Scary Movie 3,2003,True,11195
"The Italian Job",The Italian Job,2003,True,10189
"How to Lose a Guy in 10 Days",How to Lose a Guy in 10 Days,2003,True,10435
"American Wedding",American Wedding,2003,True,17033
"Daddy Day Care",Daddy Day Care,2003,True,10928
"Daredevil",Daredevil,2003,True,11118
"The Cat in the Hat",Dr. Seuss - The Cat in the Hat,2003,True,12422
"Charlie's Angels: Full Throttle",Charlie's Angels - Full Throttle,2003,True,17226
"Cold Mountain",Cold Mountain,2003,True,12931
"Master and Commander: The Far Side of the World",Master and Commander: The Far Side of the World,2003,True,10125
"Legally Blonde 2: Red  White and Blonde",Legally Blonde 2 - Red  White & Blonde,2003,True,10776
"Mystic River",Mystic River,2003,True,14799
"Brother Bear",Brother Bear,2003,True,9948
"Freddy Vs. Jason",Freddy vs. Jason,2003,True,13044
"School of Rock",School of Rock,2003,True,10315
"The Texas Chainsaw Massacre",The Texas Chainsaw Massacre,2003,True,13328
"The Haunted Mansion",The Haunted Mansion,2003,True,11049
"Old School",Old School,2003,True,16825
"Kill Bill Vol. 1",Kill Bill: Volume 1,2003,True,12865
"Holes",Holes,2003,True,10532
"Kangaroo Jack",Kangaroo Jack,2003,True,12071
"Big Fish",Reel Big Fish: Live at the House of Blues,2003,True,770824184
"The League of Extraordinary Gentlemen",The League of Extraordinary Gentlemen,2003,True,10319
"Lara Croft Tomb Raider: The Cradle of Life",Lara Croft Tomb Raider - The Cradle of Life,2003,True,10579
"Mona Lisa Smile",Mona Lisa Smile,2003,True,10479
"Shanghai Knights",Shanghai Knights,2003,True,10923
"Bad Santa",Bad Santa,2003,True,16986
"Love Actually",Love Actually,2003,True,12852
"Gothika",Gothika,2003,True,14382
"Open Range",Open Range,2003,True,12993
"Once Upon a Time in Mexico",Once Upon a Time in Mexico,2003,True,13208
"Just Married",Just Married,2003,True,11326
"Paycheck",Paycheck,2003,True,11014
"The Recruit",The Recruit,2003,True,10608
"Radio",Radio,2003,True,10519
"Identity",Identity,2003,True,13140
"Underworld",Underworld,2003,True,13036
"Runaway Jury",Runaway Jury,2003,True,10917
"Peter Pan",Peter Pan,2003,True,10329
"Agent Cody Banks",Agent Cody Banks,2003,True,11505
"The Jungle Book 2",The Jungle Book 2,2003,True,9571
"The Rundown",The Rundown (Welcome to the Jungle),2003,True,10616
"Final Destination 2",Final Destination 2,2003,True,13166
"Phone Booth",Phone Booth,2003,True,13499
"28 Days Later",28 Days Later,2003,True,14347
"Lost in Translation",Lost In Translation,2003,True,12972
"Tears of the Sun",Tears of the Sun,2003,True,13309
"Under the Tuscan Sun",Under the Tuscan Sun,2003,True,10304
"The Lizzie McGuire Movie",The Lizzie McGuire Movie,2003,True,10777
"Secondhand Lions",Secondhand Lions,2003,True,10035
"Out of Time",Out of Time,2003,True,10725
"Rugrats Go Wild",Rugrats Go Wild,2003,True,11516
"Head of State",Head of State,2003,True,11970
"Good Boy!",Good Boy!,2003,True,11068
"Uptown Girls",Uptown Girls,2003,True,10731
"Matchstick Men",Matchstick Men,2003,True,11033
"National Security",National Security,2003,True,11699
"What a Girl Wants",What a Girl Wants,2003,True,10968
"Jeepers Creepers 2",Jeepers Creepers 2,2003,True,13400
"Intolerable Cruelty",Intolerable Cruelty,2003,True,11037
"Cradle 2 the Grave",Cradle 2 the Grave,2003,True,15988
"Monster",Monster,2003,True,13126
"Malibu's Most Wanted",Malibu's Most Wanted,2003,True,11677
"The Hunted",The Hunted,2003,True,13646
"Stuck on You",Stuck On You,2003,True,11397
"Dreamcatcher",Dreamcatcher,2003,True,13790
"Darkness Falls",Darkness Falls,2003,True,11813
"Bend It Like Beckham",,2003,False,
"The Core",The Core,2003,True,11233
"Calendar Girls",Calendar Girls,2003,True,10412
"Hollywood Homicide",Hollywood Homicide,2003,True,11379
"Honey",Honey,2003,True,10829
"The Fighting Temptations",The Fighting Temptations,2003,True,11104
"Johnny English",Johnny English,2003,True,11064
"The Missing",The Missing,2003,True,14330
"Basic",Basic,2003,True,13691
"A Man Apart",,2003,False,
"Sinbad: Legend of the Seven Seas",Sinbad - Legend of the Seven Seas,2003,True,10918
"Dumb and Dumberer: When Harry Met Lloyd",Dumb and Dumberer: When Harry Met Lloyd,2003,True,11624
"Bulletproof Monk",Bulletproof Monk,2003,True,11258
"Piglet's Big Movie",Piglet's Big Movie,2003,True,9563
"Dickie Roberts: Former Child Star",Dickie Roberts - Former Child Star,2003,True,11727
"The Medallion",The Medallion,2003,True,11888
"Biker Boyz",Biker Boyz,2003,True,11920
"Love Don't Cost a Thing",Love Don't Cost a Thing,2003,True,11693
"Cold Creek Manor",Cold Creek Manor,2003,True,14962
"Cabin Fever",,2003,False,
"Looney Tunes: Back in Action",Looney Tunes: Back in Action,2003,True,11525
"Whale Rider",Whale Rider,2003,True,10105
"The In-Laws",The In-Laws,2003,True,12128
"Down with Love",Down with Love,2003,True,11057
"The Life of David Gale",The Life of David Gale,2003,True,13604
"Timeline",Timeline,2003,True,10365
"Bugs! (IMAX)",Bugs,2003,True,770766965
"A Mighty Wind",A Mighty Wind,2003,True,10423
"Deliver Us from Eva",Deliver Us from Eva,2003,True,14773
"Ghosts of the Abyss (IMAX & 35mm)",Ghosts of the Abyss,2003,True,11053
"21 Grams",21 Grams,2003,True,13178
"View from the Top",,2003,False,
"My Boss's Daughter",My Boss's Daughter,2003,True,14918
"A Guy Thing",,2003,False,
"In America",In America,2003,True,10475
"Wrong Turn",Wrong Turn,2003,True,13811
"Alex and Emma",,2003,False,
"How to Deal",How to Deal,2003,True,11276
"House of Sand and Fog",House of Sand and Fog,2003,True,13352
"Gods and Generals",Gods and Generals,2003,True,10310
"House of 1 000 Corpses",,2003,False,
"Confidence",Confidence,2003,True,14362
"Girl with a Pearl Earring",,2003,False,
"Winged Migration",Winged Migration (Le Peuple Migrateur),2003,True,9628
"House of the Dead",House of the Dead,2003,True,14277
"Swimming Pool",Swimming Pool,2003,True,15321
"Duplex",Duplex (Our House),2003,True,11083
"La Grande Seduction",,2003,False,
"Dark Blue",Dark Blue,2003,True,14831
"Le Divorce",Le Divorce,2003,True,11603
"Boat Trip",Boat Trip,2003,True,17171
"The Cooler",The Cooler,2003,True,13608
"Dirty Pretty Things",Dirty Pretty Things,2003,True,13491
"Tupac: Resurrection",Tupac - Resurrection,2003,True,14017
"The Order",The Order (The Sin Eater),2003,True,14441
"City of God",,2003,False,
"It Runs in the Family",It Runs in the Family,2003,True,12087
"The Triplets of Belleville",The Triplets of Belleville,2003,True,10128
"Willard",Willard,2003,True,11849
"The Young Black Stallion (IMAX)",The Young Black Stallion,2003,True,9647
"Nowhere in Africa",,2003,False,
"Chasing Papi",Chasing Papi,2003,True,12088
"Gigli",Gigli,2003,True,14785
"American Splendor",American Splendor,2003,True,13417
"Luther",Luther,2003,True,10024
"The Station Agent",The Station Agent,2003,True,13001
"Spellbound (2003)",,2003,False,
"The Human Stain",The Human Stain,2003,True,13377
"Grind",Grind,2003,True,11016
"Les Invasions Barbares",The Barbarian Invasions (Les Invasions barbares),2003,True,13669
"From Justin to Kelly",From Justin To Kelly,2003,True,11346
"In the Cut",In the Cut,2003,True,17077
"Thirteen",,2003,False,
"The Magdalene Sisters",The Magdalene Sisters,2003,True,13605
"Beyond Borders",Beyond Borders,2003,True,14223
"The Fog of War",The Fog of War - Eleven Lessons from the Life of Robert S. McNamara,2003,True,10123
"The Gospel of John",The Visual Bible: The Gospel of John,2003,True,770674387
"The Real Cancun",The Real Cancun,2003,True,15787
"Better Luck Tomorrow",,2003,False,
"The Secret Lives of Dentists",,2003,False,
"Step Into Liquid",Step Into Liquid,2003,True,10081
"Laurel Canyon",,2003,False,
"The Good Thief",The Good Thief,2003,True,15478
"The Barbarian Invasions",The Barbarian Invasions (Les Invasions barbares),2003,True,13669
"Anything Else",Anything Else,2003,True,14292
"Mambo Italiano",Mambo Italiano,2003,True,14090
"Capturing the Friedmans",,2003,False,
"The Guru",,2003,False,
"Mambo Italiano (Canada)",Mambo Italiano,2003,True,14090
"Santa Vs. the Snowman - Season 2 (IMAX)",,2003,False,
"L'Auberge Espagnole",,2003,False,
"Monsieur Ibrahim",Monsieur Ibrahim et les fleurs du Coran (Monsieur Ibrahim),2003,True,13741
"My Architect",My Architect: A Son's Journey,2003,True,18164
"Man on the Train",L' Homme du Train (The Man on the Train),2003,True,15361
"Pieces of April",Pieces of April,2003,True,10646
"Warren Miller's Journey (IMAX)",,2003,False,
"The Dancer Upstairs",,2003,False,
"The Company",The Company,2003,True,13468
"DysFunKtional Family",DysFunKtional Family,2003,True,14436
"Shattered Glass",Shattered Glass,2003,True,10701
"Raising Victor Vargas",Raising Victor Vargas,2003,True,15238
"Sur le Seuil",,2003,False,
"Nez Rouge",Nez rouge,2003,True,647785128
"The Two Towers (Re-issue)",Inside Tolkien's The Two Towers,2003,True,770820885
"Kal Ho Naa Ho",Kal Ho Naa Ho,2003,True,17429
"Alien: The Director's Cut",Alien: The Director's Cut,2003,True,771306800
"The Legend of Johnny Lingo",The Legend of Johnny Lingo,2003,True,9900
"Book of Mormon Movie",Book of Mormon Movie - Volume 1: The Journey,2003,True,770987826
"Marci X",Marci X,2003,True,15498
"Camp",Camp,2003,True,10614
"Veronica Guerin",Veronica Guerin,2003,True,13957
"Northfork",Northfork,2003,True,11493
"The Fellowship of the Ring - Extended Edition (Re-issue)",Special Extended Edition The Lord Of The Rings: The Fellowship Of The Ring,2003,True,771322806
"Sylvia",Sylvia,2003,True,14081
"Elephant",Elephant,2003,True,13246
"Bubba Ho-Tep",,2003,False,
"Main Prem Ki Diwani Hoon",Main Prem Ki Diwani Hoon,2003,True,748890786
"I Capture the Castle",I Capture the Castle,2003,True,13959
"Together",Together as One - 150 Years,2003,True,770955865
"The RM",The R.M.,2003,True,241655609
"Respiro",,2003,False,
"L'Auberge Espagnole (Canada)",,2003,False,
"Wonderland (2003)",Wonderland,2003,True,13376
"Baghban",Baghban,2003,True,21577
"Assassination Tango",,2003,False,
"Owning Mahowny",Owning Mahowny,2003,True,14126
"He Loves Me  He Loves Me Not",,2003,False,
"Cowboy Bebop",,2003,False,
"The Man Without a Past",,2003,False,
"Gaz Bar Blues",Gaz Bar Blues,2003,True,147483623
"Chalte Chalte",Chalte Chalte,2003,True,286553267
"Irreversible",,2003,False,
"To Be and to Have",To Be and to Have (Etre et Avoir),2003,True,18562
"The Statement",The Statement,2003,True,14932
"Alexandra's Project",Alexandra's Project,2003,True,21754
"Pokemon Heroes",Pokemon Heroes,2003,True,9595
"Party Monster",Party Monster,2003,True,13331
"Scarface (Re-issue)",Scarface - Greatest Hits,2003,True,770955059
"And Now Ladies and Gentlemen",And Now... Ladies and Gentlemen,2003,True,11158
"The Shape of Things",The Shape Of Things,2003,True,14092
"Lost in La Mancha",,2003,False,
"Russian Ark (Canada)",,2003,False,
"Koi... Mil Gaya",Koi... Mil Gaya (I Found Someone),2003,True,397544317
"Japanese Story",Japanese Story,2003,True,16513
"Pere et Fils",Pere et fils,2003,True,136218359
"L.O.C. (Kargil)",LOC: Kargil (Line of Control: Kargil),2003,True,770672459
"Blue Collar Comedy Tour",Blue Collar Comedy Tour: The Movie,2003,True,10066
"The Holy Land",David and the High Spirit: Hymns Across the Holy Land,2003,True,770957572
"Gloomy Sunday",,2003,False,
"Tibet: Cry of the Snow Lion",Tibet - Cry of the Snow Lion,2003,True,17069
"The Weather Underground",The Weather Underground,2003,True,17253
"Help! I'm a Fish",,2003,False,
"Poolhall Junkies",,2003,False,
"All the Real Girls",All the Real Girls,2003,True,14421
"Jet Lag",Jet Lag,2003,True,15263
"Passionada",Passionada,2003,True,11954
"Masked and Anonymous",Masked And Anonymous,2003,True,12831
"The Cremaster Cycle",,2003,False,
"The Eye (2003)",More Than Meets the Eye: The Joan Brock Story,2003,True,770679307
"Blizzard",Blizzard,2003,True,9644
"Taxi 3",Taxi 3,2003,True,300376379
"Casa de Los Babys",Casa de los Babys,2003,True,15254
"The Housekeeper",,2003,False,
"Blue Car",,2003,False,
"Foolproof",Foolproof,2003,True,14853
"The Legend of Suriyothai",,2003,False,
"Lockdown",,2003,False,
"The Hard Word",,2003,False,
"Divine Intervention (2003)",Divine Intervention,2003,True,770962787
"Spun",,2003,False,
"Hawayein",,2003,False,
"Amandla!",,2003,False,
"My Life Without Me",My Life Without Me,2003,True,14012
"Blind Spot: Hitler's Secretary",,2003,False,
"Pride and Prejudice (2003)",Pride and Prejudice,2003,True,12701
"Annie Brocoli dans les fonds marin",Annie Brocoli Dans Les Fonds Marins,2003,True,771027585
"Le Cercle Rouge (Re-issue)",,2003,False,
"The Animation Show",The Animation Show,2003,True,770844852
"City of Ghosts",,2003,False,
"Buffalo Soldiers",,2003,False,
"Comment Ma Mere Accoucha de Moi Durant",Comment ma mere accoucha de moi durant sa menopause,2003,True,243188111
"Dil Ka Rishtaa",,2003,False,
"The Singing Detective",The Singing Detective,2003,True,14944
"Lawless Heart",,2003,False,
"Die Mommie Die!",Die Mommie Die!,2003,True,14969
"The Safety of Objects",,2003,False,
"Sweet Sixteen",,2003,False,
"The Gatekeeper",,2003,False,
"The Magdalene Sisters (Canada)",The Magdalene Sisters,2003,True,13605
"The Trip",The Trip,2003,True,770699020
"Khushi",Khushi,2003,True,770672247
"Armaan: The Desire",,2003,False,
"Bonhoeffer",Bonhoeffer,2003,True,18441
"The Hero - Love Story of a Spy",The Hero: Love Story of a Spy,2003,True,770767600
"The Battle of Shaker Heights",The Battle of Shaker Heights,2003,True,12502
"Amen",Let the Church Say Amen,2003,True,770704410
"Lucia  Lucia",Lucia  Lucia (La Hija del canibal),2003,True,15338
"Yossi and Jagger",,2003,False,
"Stone Reader",,2003,False,
"Gerry",Jazz Casual: Gerry Mulligan Quartet/Art Farmer & Jim Hall,2003,True,771204117
"Civil Brand",,2003,False,
"Jet Lag (Canada)",Jet Lag,2003,True,15263
"The Cuckoo",,2003,False,
"Far Side of the Moon (Canada)",Far Side of the Moon,2003,True,23091
"demonlover",,2003,False,
"Kuch Naa Kaho",Don't Say A Word (Kuch Naa Kaho),2003,True,770810407
"Steal (a.k.a. Riders)",Stealing Christmas,2003,True,19834
"Bus 174",,2003,False,
"Levity",Levity,2003,True,15196
"Chaos",Chaos & Cadavers,2003,True,770720466
"Postmen in the Mountains",,2003,False,
"Madame Sata",,2003,False,
"Shrek 2",Shrek 2,2004,True,10043
"Spider-Man 2",Spider-Man 2,2004,True,11691
"The Passion of the Christ",The Passion of the Christ,2004,True,12891
"Meet the Fockers",Meet The Fockers,2004,True,10041
"The Incredibles",The Incredibles,2004,True,10011
"Harry Potter and the Prisoner of Azkaban",Harry Potter and the Prisoner of Azkaban,2004,True,10014
"The Day After Tomorrow",The Day After Tomorrow,2004,True,10154
"The Bourne Supremacy",The Bourne Supremacy,2004,True,10084
"National Treasure",National Treasure,2004,True,10016
"The Polar Express",The Polar Express,2004,True,9372
"Shark Tale",Shark Tale,2004,True,10079
"I  Robot",I  Robot,2004,True,10040
"Troy",Troy,2004,True,12890
"Ocean's Twelve",Ocean's Twelve,2004,True,10049
"50 First Dates",50 First Dates,2004,True,10192
"Van Helsing",Van Helsing,2004,True,10255
"Fahrenheit 9/11",Fahrenheit 9/11,2004,True,12893
"Lemony Snicket's A Series of Unfortunate Events",Lemony Snicket's A Series of Unfortunate Events,2004,True,10045
"DodgeBall: A True Underdog Story",Dodgeball - A True Underdog Story,2004,True,16981
"The Village",The Village,2004,True,10191
"The Grudge",The Grudge,2004,True,17083
"The Aviator",The Aviator,2004,True,10025
"Collateral",Collateral,2004,True,12909
"Million Dollar Baby",Million Dollar Baby,2004,True,10026
"The Princess Diaries 2: Royal Engagement",The Princess Diaries 2 - Royal Engagement,2004,True,9454
"Starsky and Hutch",Starsky & Hutch,2004,True,11462
"Along Came Polly",Along Came Polly,2004,True,10982
"Mean Girls",Mean Girls,2004,True,10075
"The SpongeBob SquarePants Movie",The Spongebob Squarepants Movie,2004,True,10467
"Anchorman: The Legend of Ron Burgundy",Anchorman - The Legend Of Ron Burgundy,2004,True,16978
"Scooby-Doo 2: Monsters Unleashed",Scooby-Doo 2 - Monsters Unleashed,2004,True,10865
"The Notebook",The Notebook,2004,True,10015
"Alien Vs. Predator",AVP - Alien Vs. Predator,2004,True,10111
"Man on Fire",Man on Fire,2004,True,12876
"The Terminal",The Terminal,2004,True,11664
"Garfield: The Movie",Garfield - The Movie,2004,True,10175
"Ray",Ray,2004,True,12784
"Ladder 49",Ladder 49,2004,True,10374
"Christmas with the Kranks",Christmas with the Kranks,2004,True,10018
"Sideways",Sideways,2004,True,12851
"White Chicks",White Chicks,2004,True,17071
"Hidalgo",Hidalgo,2004,True,10229
"The Forgotten",The Forgotten,2004,True,10397
"Kill Bill Vol. 2",Kill Bill: Volume 2,2004,True,12862
"The Manchurian Candidate",The Manchurian Candidate,2004,True,14500
"Barbershop 2: Back in Business",Barbershop 2 - Back in Business,2004,True,10839
"Miracle",Miracle,2004,True,10022
"Friday Night Lights",Friday Night Lights,2004,True,10213
"Hellboy",Hellboy,2004,True,10494
"The Stepford Wives",The Stepford Wives,2004,True,10977
"Dawn of the Dead",Dawn of the Dead,2004,True,17051
"Without a Paddle",Without A Paddle,2004,True,10946
"The Butterfly Effect",The Butterfly Effect,2004,True,12979
"Shall We Dance",Shall We Dance,2004,True,10228
"The Chronicles of Riddick",The Chronicles of Riddick,2004,True,17007
"13 Going on 30",13 Going on 30,2004,True,12112
"Saw",Saw,2004,True,16980
"Hero",Hero,2004,True,10038
"Blade: Trinity",Blade: Trinity,2004,True,17000
"King Arthur",King Arthur,2004,True,12914
"Finding Neverland",Finding Neverland,2004,True,10033
"A Cinderella Story",A Cinderella Story,2004,True,10321
"The Phantom of the Opera",,2004,False,
"Resident Evil: Apocalypse",Resident Evil - Apocalypse,2004,True,13013
"Home on the Range",Home on the Range,2004,True,10744
"Fat Albert",Fat Albert,2004,True,10335
"Secret Window",Secret Window,2004,True,10587
"Walking Tall",Walking Tall,2004,True,10644
"In Good Company",In Good Company,2004,True,10562
"Napoleon Dynamite",Napoleon Dynamite,2004,True,10007
"Spanglish",Spanglish,2004,True,10163
"Exorcist: The Beginning",Exorcist - The Beginning,2004,True,13326
"You Got Served",You Got Served,2004,True,12244
"Bridget Jones: The Edge of Reason",Bridget Jones - The Edge of Reason,2004,True,12941
"Catwoman",Catwoman,2004,True,10994
"The Ladykillers",The Ladykillers,2004,True,14905
"Sky Captain and the World of Tomorrow",Sky Captain and the World of Tomorrow,2004,True,10053
"Raising Helen",Raising Helen,2004,True,10901
"Taxi",Taxi,2004,True,104878212
"Eternal Sunshine of the Spotless Mind",Eternal Sunshine Of The Spotless Mind,2004,True,12860
"Alexander",Alexander,2004,True,16987
"Closer",Closer,2004,True,12870
"The Punisher",The Punisher,2004,True,13155
"Team America: World Police",Team America - World Police,2004,True,16974
"Taking Lives",Taking Lives,2004,True,17141
"Anacondas: The Hunt for the Blood Orchid",Anacondas - The Hunt for the Blood Orchid,2004,True,11072
"Cellular",Cellular,2004,True,12750
"Johnson Family Vacation",Johnson Family Vacation,2004,True,11453
"Open Water",,2004,False,
"Confessions of a Teenage Drama Queen",Confessions of a Teenage Drama Queen,2004,True,10634
"After the Sunset",After the Sunset,2004,True,12597
"The Prince and Me",The Prince and Me,2004,True,10651
"Garden State",Garden State,2004,True,12850
"Jersey Girl",Jersey Girl,2004,True,10653
"Twisted",Twisted,2004,True,14784
"The Life Aquatic with Steve Zissou",The Life Aquatic with Steve Zissou,2004,True,12895
"Around the World in 80 Days",Around the World in 80 Days,2004,True,11425
"Agent Cody Banks 2: Destination London",Agent Cody Banks 2 - Destination London,2004,True,11224
"Hotel Rwanda",Hotel Rwanda,2004,True,12856
"Ella Enchanted",Ella Enchanted,2004,True,10457
"The Alamo (2004)",The Alamo,2004,True,10956
"Darkness",Darkness,2004,True,17278
"Mr. 3000",Mr. 3000,2004,True,12005
"NASCAR 3D: The IMAX Experience (IMAX)",NASCAR: The IMAX Experience,2004,True,653489961
"Torque",Torque,2004,True,20512
"Flight of the Phoenix",Flight of the Phoenix,2004,True,10403
"Little Black Book",Little Black Book,2004,True,11157
"Yu-Gi-Oh! The Movie",Yu-Gi-Oh! - The Movie (Yugio: Gekijo-ban),2004,True,10953
"Two Brothers",Two Brothers,2004,True,11148
"Harold and Kumar Go to White Castle",Harold & Kumar Go to White Castle,2004,True,16982
"Laws of Attraction",Laws of Attraction,2004,True,11217
"Eurotrip",Eurotrip,2004,True,17316
"My Baby's Daddy",,2004,False,
"Seed of Chucky",Seed Of Chucky,2004,True,13571
"Win a Date with Tad Hamilton!",Win A Date With Tad Hamilton!,2004,True,11098
"Wimbledon",Wimbledon,2004,True,11736
"The Motorcycle Diaries",,2004,False,
"Catch That Kid",Catch That Kid,2004,True,11722
"The Whole Ten Yards",The Whole Ten Yards,2004,True,11427
"Vanity Fair",Vanity Fair,2004,True,10793
"Paparazzi",Paparazzi,2004,True,11248
"The Girl Next Door",The Girl Next Door,2004,True,14679
"Welcome to Mooseport",Welcome To Mooseport,2004,True,11794
"Godsend",Godsend,2004,True,11731
"Soul Plane",Soul Plane,2004,True,17180
"Dirty Dancing: Havana Nights",Dirty Dancing - Havana Nights,2004,True,10470
"New York Minute",New York Minute,2004,True,11558
"Envy",Envy,2004,True,11507
"Shaun of the Dead",Shaun of the Dead,2004,True,12873
"De-Lovely",De-Lovely,2004,True,10364
"Alfie",Alfie,2004,True,13506
"Wicker Park",Wicker Park,2004,True,10756
"I Heart Huckabees",I Heart Huckabees,2004,True,12944
"Breakin' All the Rules",Breakin' All the Rules,2004,True,11052
"Chasing Liberty",Chasing Liberty,2004,True,11153
"The Cookout",The Cookout,2004,True,11971
"Surviving Christmas",Surviving Christmas,2004,True,10805
"Super Size Me",,2004,False,
